code,name,region
CTY00680,旧ノウケウツ,アフリカ
CTY00681,旧ノオコソネ,オセアニア
CTY00682,旧ヌシキスト,南米
CTY00683,旧ヌトシケチ,北米
CTY00684,旧シナノアサ,南米
CTY00685,旧ソタネトネ,アフリカ
CTY00686,旧スシシエコ,ヨーロッパ
CTY00687,旧ヌテキタネ,南米
CTY00688,旧ノヌノセチ,ヨーロッパ
CTY00689,旧カクケタセ,ヨーロッパ
CTY00690,旧ナソセクタ,オセアニア
CTY00691,旧シイコスク,南米
CTY00692,旧タテセテシ,オセアニア
CTY00693,旧ノシキトニ,南米
CTY00694,旧ケネチソイ,アフリカ
CTY00695,旧アスセコテ,アジア
CTY00696,旧クイチココ,アジア
CTY00697,旧シシイエエ,北米
CTY00698,旧ノネテノチ,ヨーロッパ
CTY00699,旧ツエウツチ,アフリカ
CTY00700,旧ナネアテオ,北米
CTY00701,旧ソヌコトナ,南米
CTY00702,旧ツエセテカ,アフリカ
CTY00703,旧カエネキタ,アジア
CTY00704,旧ケトススス,アジア
CTY00705,旧ナテタニス,アフリカ
CTY00706,旧コウカシタ,アフリカ
CTY00707,旧スエノネト,アフリカ
CTY00708,旧ノセトニノ,オセアニア
CTY00709,旧コキサソサ,アジア
CTY00710,旧チヌアソイ,北米
CTY00711,旧クコオウウ,南米
CTY00712,旧ケエソネヌ,アジア
CTY00713,旧アテアケス,南米
CTY00714,旧ナケコテア,ヨーロッパ
CTY00715,旧チウアアカ,アフリカ
CTY00716,旧ナトイノイ,オセアニア
CTY00717,旧オヌオウイ,南米
CTY00718,旧シオクシト,南米
CTY00719,旧ケトアカチ,オセアニア
CTY00720,旧ナサセオニ,アジア
CTY00721,旧ノオソセト,南米
CTY00722,旧エイテエク,南米
CTY00723,旧アカタナサ,ヨーロッパ
CTY00724,旧イスナカシ,アジア
CTY00725,旧テネエオク,ヨーロッパ
CTY00726,旧ウヌスサケ,アフリカ
CTY00727,旧ケサキアコ,アフリカ
CTY00728,旧チタチサシ,アジア
CTY00729,旧コサソチソ,南米
CTY00730,旧エクエアキ,南米
CTY00731,旧ソイヌネセ,アジア
CTY00732,旧セクカスア,アジア
CTY00733,旧オカウキヌ,ヨーロッパ
CTY00734,旧ヌケクコカ,アジア
CTY00735,旧ナクヌタエ,南米
CTY00736,旧カイスタウ,アジア
CTY00737,旧アネアネカ,オセアニア
CTY00738,旧セニツネソ,ヨーロッパ
CTY00739,旧オソヌエア,南米
CTY00740,旧シオウササ,アフリカ
CTY00741,旧カヌヌキタ,アジア
CTY00742,旧シケソアイ,北米
CTY00743,旧タチカセト,アジア
CTY00744,旧ナシツエサ,ヨーロッパ
CTY00745,旧カサツスツ,北米
CTY00746,旧エイエセケ,北米
CTY00747,旧ウキシキツ,アジア
CTY00748,旧ナクスクケ,ヨーロッパ
CTY00749,旧カチネソタ,ヨーロッパ
CTY00750,旧ツヌタテネ,アフリカ
CTY00751,旧オヌウキナ,北米
CTY00752,旧テシニカケ,オセアニア
CTY00753,旧ネネノコエ,アジア
CTY00754,旧コサキヌエ,南米
CTY00755,旧ケノセコオ,北米
CTY00756,旧ツセタテス,ヨーロッパ
CTY00757,旧トツコオカ,アフリカ
CTY00758,旧ウスソカサ,アジア
CTY00759,旧キタオニツ,ヨーロッパ
CTY00760,旧ヌケエソシ,南米
CTY00761,旧ソセネテコ,南米
CTY00762,旧コテサイア,アジア
CTY00763,旧ヌテカタオ,オセアニア
CTY00764,旧ナソトウコ,南米
CTY00765,旧ツネチトタ,アジア
CTY00766,旧ネタセオニ,アジア
CTY00767,旧カカスコタ,アフリカ
CTY00768,旧クチコソウ,南米
CTY00769,旧アスナウニ,ヨーロッパ
CTY00770,旧カニチナア,アジア
CTY00771,旧ナタノナカ,南米
CTY00772,旧オネスツソ,ヨーロッパ
CTY00773,旧ソコチオオ,オセアニア
CTY00774,旧エオヌエタ,アフリカ
CTY00775,旧ネカケナセ,南米
CTY00776,旧サテツアニ,アフリカ
CTY00777,旧エタニアセ,ヨーロッパ
CTY00778,旧ニケチタナ,オセアニア
CTY00779,旧ウセソツキ,南米
CTY00780,旧ネニケノサ,南米
CTY00781,旧テテカニア,アジア
CTY00782,旧ネカアコエ,北米
CTY00783,旧オナクキキ,アジア
CTY00784,旧ヌスココト,ヨーロッパ
CTY00785,旧キノアツタ,ヨーロッパ
CTY00786,旧セサニネス,北米
CTY00787,旧ツケコカノ,ヨーロッパ
CTY00788,旧ソソソカキ,北米
CTY00789,旧カツオシヌ,オセアニア
CTY00790,旧テセチタイ,ヨーロッパ
CTY00791,旧ウチヌエカ,ヨーロッパ
CTY00792,旧エアコヌシ,ヨーロッパ
CTY00793,旧タイコネサ,アフリカ
CTY00794,旧ノイソチシ,北米
CTY00795,旧ネノタクス,アジア
CTY00796,旧ニスケタケ,アジア
CTY00797,旧コトツカセ,オセアニア
CTY00798,旧シエウトカ,北米
CTY00799,旧テツキサス,北米
CTY00800,旧ソシオキト,アフリカ
CTY00801,旧チスココシ,南米
CTY00802,旧イエトテナ,北米
CTY00803,旧エアサヌネ,オセアニア
CTY00804,旧タヌセネオ,ヨーロッパ
CTY00805,旧ケウイウオ,アフリカ
CTY00806,旧キトノテタ,ヨーロッパ
CTY00807,旧カキサクテ,アジア
CTY00808,旧ウコエテナ,アフリカ
CTY00809,旧ネナコテツ,北米
CTY00810,旧タチコスニ,北米
CTY00811,旧テコトケナ,ヨーロッパ
CTY00812,旧ソセナヌコ,オセアニア
CTY00813,旧クサチクナ,アフリカ
CTY00814,旧ツトナウト,アジア
CTY00815,旧ネニシスツ,アフリカ
CTY00816,旧ウヌネウネ,北米
CTY00817,旧アクノナノ,南米
CTY00818,旧テチツトコ,オセアニア
CTY00819,旧クカツタニ,南米
CTY00820,旧キヌチコア,北米
CTY00821,旧スサアクサ,アジア
CTY00822,旧セキツソト,北米
CTY00823,旧オノヌネノ,南米
CTY00824,旧イチナイタ,ヨーロッパ
CTY00825,旧テコオタウ,アジア
CTY00826,旧シキニカカ,アジア
CTY00827,旧ノツコスソ,オセアニア
CTY00828,旧エココセタ,北米
CTY00829,旧ニソネアナ,アジア
CTY00830,旧テナテトト,ヨーロッパ
CTY00831,旧ウニツカテ,アフリカ
CTY00832,旧キトソコタ,南米
CTY00833,旧コネクサセ,アフリカ
CTY00834,旧ソアエソウ,南米
CTY00835,旧サオテタシ,南米
CTY00836,旧ヌトチネカ,アジア
CTY00837,旧タエエツウ,南米
CTY00838,旧ネエサエセ,アフリカ
CTY00839,旧トスニノセ,アフリカ
CTY00840,旧コニサオウ,アジア
CTY00841,旧オステキス,アフリカ
CTY00842,旧ウネエサヌ,オセアニア
CTY00843,旧エソタキチ,アジア
CTY00844,旧ウウセネケ,アフリカ
CTY00845,旧ノノクチエ,オセアニア
CTY00846,旧オヌナウス,ヨーロッパ
CTY00847,旧シテアエカ,ヨーロッパ
CTY00848,旧スツウヌキ,アフリカ
CTY00849,旧ノサコナオ,北米
CTY00850,旧トエトテツ,ヨーロッパ
CTY00851,旧セツヌネト,北米
CTY00852,旧クテキノア,アフリカ
CTY00853,旧シニタチチ,オセアニア
CTY00854,旧オニツタツ,南米
CTY00855,旧サテノクシ,南米
CTY00856,旧ネケナテカ,ヨーロッパ
CTY00857,旧ウシクタチ,オセアニア
CTY00858,旧シカカシヌ,ヨーロッパ
CTY00859,旧アシサソソ,アジア
CTY00860,旧ニセソセナ,オセアニア
CTY00861,旧クソツウネ,アジア
CTY00862,旧クツケイタ,南米
CTY00863,旧ナウキアチ,アジア
CTY00864,旧テトテアソ,ヨーロッパ
CTY00865,旧オウソウイ,北米
CTY00866,旧テネアアオ,オセアニア
CTY00867,旧ソトツトア,アジア
CTY00868,旧ツネオエタ,アフリカ
CTY00869,旧カトイクシ,オセアニア
CTY00870,旧ウククツカ,オセアニア
CTY00871,旧ウノスオソ,北米
CTY00872,旧チネネチセ,ヨーロッパ
CTY00873,旧ヌイツケナ,南米
CTY00874,旧ソトケセカ,南米
CTY00875,旧タヌヌイノ,ヨーロッパ
CTY00876,旧セウシトキ,ヨーロッパ
CTY00877,旧ネヌキチノ,オセアニア
CTY00878,旧タトナエク,アジア
CTY00879,旧ツキオタケ,ヨーロッパ
CTY00880,旧ノカキヌイ,南米
CTY00881,旧ヌトシシウ,オセアニア
CTY00882,旧イニソソチ,南米
CTY00883,旧クトノニコ,北米
CTY00884,旧シツセキタ,アフリカ
CTY00885,旧カツツテウ,ヨーロッパ
CTY00886,旧チトシノア,アジア
CTY00887,旧コナオオニ,アジア
CTY00888,旧ケトネアサ,南米
CTY00889,旧ヌコセクセ,北米
CTY00890,旧テノタセタ,南米
CTY00891,旧サコクカテ,北米
CTY00892,旧コオウツタ,北米
CTY00893,旧セテウソク,アフリカ
CTY00894,旧ステアニア,ヨーロッパ
CTY00895,旧アツシスオ,北米
CTY00896,旧ソウアキチ,北米
CTY00897,旧チエトシエ,北米
CTY00898,旧サセソネタ,南米
CTY00899,旧ナコナソエ,オセアニア
CTY00900,旧ノサトイツ,アフリカ
CTY00901,旧クテコスセ,北米
CTY00902,旧テテナカカ,アジア
CTY00903,旧オイセコセ,アフリカ
CTY00904,旧サヌサノナ,南米
CTY00905,旧チネストコ,オセアニア
CTY00906,旧スアクノツ,アフリカ
CTY00907,旧スケアテク,アフリカ
CTY00908,旧ツササネソ,ヨーロッパ
CTY00909,旧スニソナニ,オセアニア
CTY00910,旧クトニノエ,南米
CTY00911,旧ニエカウイ,ヨーロッパ
CTY00912,旧サキアスス,北米
CTY00913,旧ヌカネトニ,南米
CTY00914,旧タケエクイ,北米
CTY00915,旧ケネカテイ,アフリカ
CTY00916,旧スヌセコソ,オセアニア
CTY00917,旧スキヌケサ,北米
CTY00918,旧チサチネウ,ヨーロッパ
CTY00919,旧ソタサオセ,オセアニア
CTY00920,旧チエソクカ,ヨーロッパ
CTY00921,旧キエサキカ,北米
CTY00922,旧ネタツキシ,アジア
CTY00923,旧トネウケチ,オセアニア
CTY00924,旧タノアノセ,北米
CTY00925,旧ネトネキサ,オセアニア
CTY00926,旧ニノチトウ,アフリカ
CTY00927,旧ヌツアイセ,北米
CTY00928,旧ケナウツソ,北米
CTY00929,旧イトサタセ,アジア
CTY00930,旧アスアクツ,オセアニア
CTY00931,旧カトナウナ,南米
CTY00932,旧スツカノネ,オセアニア
CTY00933,旧セスアシサ,北米
CTY00934,旧チヌアスノ,ヨーロッパ
CTY00935,旧シヌナケウ,南米
CTY00936,旧トオナオヌ,ヨーロッパ
CTY00937,旧アテテサエ,アフリカ
CTY00938,旧ケシタタケ,アジア
CTY00939,旧ヌエカツチ,南米
CTY00940,旧ウクヌスセ,アジア
CTY00941,旧チコツスア,オセアニア
CTY00942,旧ナトサトネ,北米
CTY00943,旧コタチネタ,アジア
CTY00944,旧イソシコヌ,オセアニア
CTY00945,旧ネサナチイ,アジア
CTY00946,旧オオチコカ,南米
CTY00947,旧オトエケツ,アジア
CTY00948,旧エウアオナ,南米
CTY00949,旧タアテウタ,南米
CTY00950,旧オエニソサ,ヨーロッパ
CTY00951,旧カアウタセ,アジア
CTY00952,旧ノタウニセ,北米
CTY00953,旧アトソアエ,北米
CTY00954,旧サオソセコ,南米
CTY00955,旧イアシチテ,南米
CTY00956,旧コツナオク,アフリカ
CTY00957,旧ネコセネカ,南米
CTY00958,旧サイツヌシ,オセアニア
CTY00959,旧チタテタヌ,北米
CTY00960,旧セナケケシ,ヨーロッパ
CTY00961,旧コチウヌセ,南米
CTY00962,旧クイウカカ,ヨーロッパ
CTY00963,旧オソナネノ,ヨーロッパ
CTY00964,旧ココツツケ,アジア
CTY00965,旧チシカオク,アフリカ
CTY00966,旧セスケヌケ,ヨーロッパ
CTY00967,旧タキコヌヌ,オセアニア
CTY00968,旧セタエスヌ,ヨーロッパ
CTY00969,旧イウケニテ,ヨーロッパ
CTY00970,旧セテチアヌ,南米
CTY00971,旧ニサヌトト,アジア
CTY00972,旧エタアトカ,ヨーロッパ
CTY00973,旧シエノナケ,アジア
CTY00974,旧ケアニタナ,アジア
CTY00975,旧トコケニニ,北米
CTY00976,旧ナトクコニ,ヨーロッパ
CTY00977,旧ツエカトカ,北米
CTY00978,旧セアネケエ,北米
CTY00979,旧ケソオオコ,南米
CTY00980,旧ソナキタウ,アジア
CTY00981,旧ツシケナタ,南米
CTY00982,旧サテテスチ,北米
CTY00983,旧ナスタアキ,アジア
CTY00984,旧イウシケイ,アフリカ
CTY00985,旧トチキカコ,ヨーロッパ
CTY00986,旧エネテサノ,北米
CTY00987,旧クアテネチ,南米
CTY00988,旧チサソシキ,アジア
CTY00989,旧トクヌオケ,アジア
CTY00990,旧サヌセウナ,アフリカ
CTY00991,旧エイナウイ,アフリカ
CTY00992,旧カオキノカ,アフリカ
CTY00993,旧スナウシカ,アジア
CTY00994,旧アスキシイ,南米
CTY00995,旧アキツヌニ,ヨーロッパ
CTY00996,旧イスオサセ,アジア
CTY00997,旧アイトスキ,北米
CTY00998,旧キアヌクヌ,アフリカ
CTY00999,旧サオヌツコ,オセアニア
CTY01000,旧ウネセイニ,ヨーロッパ
CTY01001,旧アオキオタ,アジア
CTY01002,旧ナオオイセ,南米
CTY01003,旧アクイニニ,ヨーロッパ
CTY01004,旧チサチノケ,ヨーロッパ
CTY01005,旧ツオエケク,北米
CTY01006,旧チオオネト,アフリカ
CTY01007,旧ニチトツシ,ヨーロッパ
CTY01008,旧トヌテノソ,北米
CTY01009,旧クオテノウ,南米
CTY01010,旧トトイエシ,アジア
CTY01011,旧テソセケテ,オセアニア
CTY01012,旧ナウイノオ,ヨーロッパ
CTY01013,旧ヌニクツタ,北米
CTY01014,旧ウネヌナキ,南米
CTY01015,旧クテコナカ,ヨーロッパ
CTY01016,旧セタサキケ,アフリカ
CTY01017,旧チエイシサ,アジア
CTY01018,旧ナケトコツ,オセアニア
CTY01019,旧キナイエツ,北米
CTY01020,旧ヌキエスカ,北米
CTY01021,旧オアアソエ,アフリカ
CTY01022,旧テセクスセ,オセアニア
CTY01023,旧トキセネソ,南米
CTY01024,旧トスネネエ,ヨーロッパ
CTY01025,旧イツカトア,アジア
CTY01026,旧ツオケテオ,ヨーロッパ
CTY01027,旧サネシセナ,ヨーロッパ
CTY01028,旧エネニトキ,ヨーロッパ
CTY01029,旧サチアテソ,南米
CTY01030,旧ナネシカテ,オセアニア
CTY01031,旧サイオネエ,オセアニア
CTY01032,旧スノテテツ,ヨーロッパ
CTY01033,旧ノクチイチ,南米
CTY01034,旧ツチエイオ,アジア
CTY01035,旧イイシシテ,ヨーロッパ
CTY01036,旧テウネテト,ヨーロッパ
CTY01037,旧エソツサオ,南米
CTY01038,旧ツノニネケ,アフリカ
CTY01039,旧イケネノノ,ヨーロッパ
CTY01040,旧アナキヌタ,ヨーロッパ
CTY01041,旧ノケアエナ,南米
CTY01042,旧テウナココ,南米
CTY01043,旧ウセヌココ,アフリカ
CTY01044,旧チキサエツ,北米
CTY01045,旧ニニタスエ,北米
CTY01046,旧タタアキト,ヨーロッパ
CTY01047,旧コタセケケ,ヨーロッパ
CTY01048,旧オシエノオ,南米
CTY01049,旧ノニオソサ,北米
CTY01050,旧タスネヌイ,オセアニア
CTY01051,旧ネネツセウ,アフリカ
CTY01052,旧セオタオコ,南米
CTY01053,旧ネカニオタ,ヨーロッパ
CTY01054,旧ナスサタツ,南米
CTY01055,旧キツソネエ,アフリカ
CTY01056,旧キサナスウ,アフリカ
CTY01057,旧ウケヌシツ,アジア
CTY01058,旧セケトケキ,アジア
CTY01059,旧ニソタセセ,ヨーロッパ
CTY01060,旧トタソクト,アジア
CTY01061,旧セテネノウ,南米
CTY01062,旧ニケスケト,北米
CTY01063,旧アカチソナ,オセアニア
CTY01064,旧オコネイツ,北米
CTY01065,旧ウエセキイ,アフリカ
CTY01066,旧ナコスキネ,オセアニア
CTY01067,旧イチタアコ,アフリカ
CTY01068,旧ネスソネセ,ヨーロッパ
CTY01069,旧ツエセチウ,南米
CTY01070,旧コセクスチ,北米
CTY01071,旧ケウタチエ,オセアニア
CTY01072,旧イネソチス,ヨーロッパ
CTY01073,旧セクナエテ,オセアニア
CTY01074,旧ニツオアテ,ヨーロッパ
CTY01075,旧テチツシネ,アジア
CTY01076,旧サオウヌナ,北米
CTY01077,旧カナタナコ,アフリカ
CTY01078,旧スヌトアツ,オセアニア
CTY01079,旧ヌクサスエ,アジア
CTY01080,旧ノツコサナ,オセアニア
CTY01081,旧チイトセチ,南米
CTY01082,旧ケシヌトソ,ヨーロッパ
CTY01083,旧オトトシチ,オセアニア
CTY01084,旧チソスエタ,南米
CTY01085,旧ツノノアス,南米
CTY01086,旧ニウケニツ,オセアニア
CTY01087,旧オニスチネ,アジア
CTY01088,旧ニアトキテ,ヨーロッパ
CTY01089,旧オクナチソ,南米
CTY01090,旧セウコアナ,オセアニア
CTY01091,旧クカケノヌ,ヨーロッパ
CTY01092,旧アコウタソ,南米
CTY01093,旧オチツカカ,アフリカ
CTY01094,旧アナツチノ,アフリカ
CTY01095,旧クテソソカ,アフリカ
CTY01096,旧サキスセコ,南米
CTY01097,旧ケニイエオ,南米
CTY01098,旧タニサキシ,アジア
CTY01099,旧サチケツイ,北米
CTY01100,旧カノトヌエ,北米
CTY01101,旧ヌケノノネ,オセアニア
CTY01102,旧ナヌアカコ,南米
CTY01103,旧ソヌノウニ,オセアニア
CTY01104,旧ウチスツウ,南米
CTY01105,旧チケチスナ,北米
CTY01106,旧テキソツト,アジア
CTY01107,旧ソシシエノ,北米
CTY01108,旧セツシネア,南米
CTY01109,旧クイニトア,アフリカ
CTY01110,旧トエオソニ,アジア
CTY01111,旧トエヌチタ,ヨーロッパ
CTY01112,旧ケスツケチ,アジア
CTY01113,旧タチキセノ,南米
CTY01114,旧ニノテタツ,アフリカ
CTY01115,旧セチタソキ,オセアニア
CTY01116,旧ツコニサイ,アジア
CTY01117,旧ウキチノノ,アジア
CTY01118,旧タカウヌカ,南米
CTY01119,旧イケタチカ,ヨーロッパ
CTY01120,旧シアイカツ,アフリカ
CTY01121,旧テキエキセ,アジア
CTY01122,旧ヌカセオコ,ヨーロッパ
CTY01123,旧ノシツイス,ヨーロッパ
CTY01124,旧チナチオチ,アフリカ
CTY01125,旧イスオナウ,ヨーロッパ
CTY01126,旧ネツトツノ,北米
CTY01127,旧テスエタセ,南米
CTY01128,旧アシアテケ,南米
CTY01129,旧チスキアソ,ヨーロッパ
CTY01130,旧クサツノテ,アジア
CTY01131,旧ソオシケニ,アジア
CTY01132,旧テトセサケ,アジア
CTY01133,旧タサスアス,ヨーロッパ
CTY01134,旧エツイサコ,アフリカ
CTY01135,旧ネヌセオナ,ヨーロッパ
CTY01136,旧タエキオケ,アジア
CTY01137,旧サイアソコ,アフリカ
CTY01138,旧ソアセヌノ,ヨーロッパ
CTY01139,旧タソイキア,北米
CTY01140,旧エウエアニ,南米
CTY01141,旧トコナトノ,ヨーロッパ
CTY01142,旧ツタオネニ,北米
CTY01143,旧キウネケウ,南米
CTY01144,旧オチチソキ,南米
CTY01145,旧トシカアネ,北米
CTY01146,旧スイエヌテ,アジア
CTY01147,旧ノヌサクカ,オセアニア
CTY01148,旧ネテカキテ,南米
CTY01149,旧チスオスシ,南米
CTY01150,旧キキヌカタ,北米
CTY01151,旧アノノセエ,南米
CTY01152,旧テネアスツ,アジア
CTY01153,旧ノノサオケ,南米
CTY01154,旧イイケスト,オセアニア
CTY01155,旧ノセノサア,アフリカ
CTY01156,旧エコネカテ,アジア
CTY01157,旧セクイカツ,アジア
CTY01158,旧ニシカエノ,ヨーロッパ
CTY01159,旧イノネコキ,北米
CTY01160,旧トウニテト,北米
CTY01161,旧トノアテニ,南米
CTY01162,旧ススセトネ,北米
CTY01163,旧ヌイオチツ,アフリカ
CTY01164,旧スアセケチ,北米
CTY01165,旧ノスタカク,北米
CTY01166,旧トテサソエ,オセアニア
CTY01167,旧イセタトク,アジア
CTY01168,旧コソノセト,ヨーロッパ
CTY01169,旧コツキキテ,ヨーロッパ
CTY01170,旧ヌキオチテ,アジア
CTY01171,旧クイアウチ,南米
CTY01172,旧ナチクオナ,オセアニア
CTY01173,旧キトソウイ,アフリカ
CTY01174,旧ヌテクオア,アフリカ
CTY01175,旧ツテヌテア,ヨーロッパ
CTY01176,旧シアノナニ,オセアニア
CTY01177,旧アアセセア,アフリカ
CTY01178,旧キエノチノ,アジア
CTY01179,旧オクトウコ,オセアニア
CTY01180,旧ニチチクオ,アフリカ
CTY01181,旧チナカナネ,アフリカ
CTY01182,旧キテネタト,オセアニア
CTY01183,旧サオアセカ,南米
CTY01184,旧チエシキト,南米
CTY01185,旧トクサウチ,ヨーロッパ
CTY01186,旧トアヌネチ,アフリカ
CTY01187,旧ツキタニチ,南米
CTY01188,旧ヌオサシオ,北米
CTY01189,旧カネスオノ,北米
CTY01190,旧アノイツナ,オセアニア
CTY01191,旧エヌタコト,アフリカ
CTY01192,旧クタオナサ,オセアニア
CTY01193,旧シトウケク,北米
CTY01194,旧サチイケシ,オセアニア
CTY01195,旧セナケクス,南米
CTY01196,旧ケキノニケ,ヨーロッパ
CTY01197,旧セニシカケ,アジア
CTY01198,旧セネソオア,北米
CTY01199,旧トナケトチ,南米
CTY01200,旧サチトソチ,オセアニア
CTY01201,旧ネニスチナ,南米
CTY01202,旧シカカソサ,北米
CTY01203,旧シカサノオ,ヨーロッパ
CTY01204,旧ネチニカニ,アフリカ
CTY01205,旧シナセサツ,北米
CTY01206,旧アキクソネ,オセアニア
CTY01207,旧ケアヌタオ,ヨーロッパ
CTY01208,旧サタニカク,アジア
CTY01209,旧タウチケオ,アフリカ
CTY01210,旧ナオトウス,アジア
CTY01211,旧ストツヌネ,北米
CTY01212,旧ナオヌイソ,北米
CTY01213,旧コノタイコ,南米
CTY01214,旧ナサツタコ,アジア
CTY01215,旧テトココク,南米
CTY01216,旧ククコケカ,ヨーロッパ
CTY01217,旧アツアシエ,アジア
CTY01218,旧タクテニア,アジア
CTY01219,旧ニキカクウ,オセアニア
CTY01220,旧クケチケシ,南米
CTY01221,旧コイアソセ,アジア
CTY01222,旧ケキチウス,北米
CTY01223,旧キテナセサ,アフリカ
CTY01224,旧ヌタセオネ,北米
CTY01225,旧キスオトア,アフリカ
CTY01226,旧トクウウセ,ヨーロッパ
CTY01227,旧アタキトオ,北米
CTY01228,旧チキクチノ,ヨーロッパ
CTY01229,旧ニケネセチ,南米
CTY01230,旧イヌツタサ,北米
CTY01231,旧ナセコヌア,南米
CTY01232,旧キニアキセ,北米
CTY01233,旧クイセノコ,北米
CTY01234,旧シセタアソ,ヨーロッパ
CTY01235,旧シウアヌセ,南米
CTY01236,旧クイニキシ,ヨーロッパ
CTY01237,旧タオイクオ,アフリカ
CTY01238,旧トチノサソ,南米
CTY01239,旧エスカケイ,アフリカ
CTY01240,旧ネツシシニ,ヨーロッパ
CTY01241,旧トトナネア,ヨーロッパ
CTY01242,旧クニシエア,ヨーロッパ
CTY01243,旧ウオヌオチ,アフリカ
CTY01244,旧クイテシシ,アフリカ
CTY01245,旧セケシトオ,アジア
CTY01246,旧カコシヌタ,アフリカ
CTY01247,旧サセテネア,アフリカ
CTY01248,旧カサノツタ,南米
CTY01249,旧キテキタセ,オセアニア
CTY01250,旧イサオソセ,アジア
CTY01251,旧ネイコシヌ,ヨーロッパ
CTY01252,旧コオオナセ,アジア
CTY01253,旧ソタトイセ,南米
CTY01254,旧シケケアケ,アフリカ
CTY01255,旧コカソツナ,アフリカ
CTY01256,旧カヌトサタ,アジア
CTY01257,旧テタアカシ,南米
CTY01258,旧タヌニアサ,アフリカ
CTY01259,旧ニクエオサ,オセアニア
CTY01260,旧ソエニキオ,北米
CTY01261,旧タニセナス,オセアニア
CTY01262,旧エウテエシ,南米
CTY01263,旧ネウノアサ,アジア
CTY01264,旧サテチシク,北米
CTY01265,旧カシヌイシ,アジア
CTY01266,旧クテツタソ,南米
CTY01267,旧ソカスイオ,アジア
CTY01268,旧セアイニセ,北米
CTY01269,旧ツタウキオ,北米
CTY01270,旧タアササナ,アフリカ
CTY01271,旧ウエセイイ,南米
CTY01272,旧ソタソイケ,アジア
CTY01273,旧イソシカチ,オセアニア
CTY01274,旧ウイテソト,南米
CTY01275,旧サクキトオ,北米
CTY01276,旧セスチナア,北米
CTY01277,旧テエケネオ,南米
CTY01278,旧ニチステテ,アフリカ
CTY01279,旧ナネエウイ,北米
CTY01280,旧トトコシト,アジア
CTY01281,旧セクケアシ,オセアニア
CTY01282,旧ニイシツヌ,アジア
CTY01283,旧イニツツオ,オセアニア
CTY01284,旧エイテシセ,オセアニア
CTY01285,旧ウコネケノ,北米
CTY01286,旧ソケオコイ,アフリカ
CTY01287,旧セサチオス,ヨーロッパ
CTY01288,旧ノキイアク,南米
CTY01289,旧アカテオノ,アフリカ
CTY01290,旧タノヌテナ,ヨーロッパ
CTY01291,旧クイオヌソ,北米
CTY01292,旧チエウノウ,アジア
CTY01293,旧ネタスシツ,北米
CTY01294,旧ノタツトヌ,ヨーロッパ
CTY01295,旧サオセケテ,ヨーロッパ
CTY01296,旧コトツエニ,アフリカ
CTY01297,旧オニナタカ,南米
CTY01298,旧セソオソニ,アフリカ
CTY01299,旧ニノトソイ,アフリカ
CTY01300,旧シチカクネ,オセアニア
CTY01301,旧ツタトキノ,南米
CTY01302,旧ナナイタネ,オセアニア
CTY01303,旧キエケチカ,アフリカ
CTY01304,旧ツエヌトチ,オセアニア
CTY01305,旧ニアカクナ,アフリカ
CTY01306,旧ソトナネネ,ヨーロッパ
CTY01307,旧ツスソセト,南米
CTY01308,旧チノカスチ,北米
CTY01309,旧テケノアチ,アフリカ
CTY01310,旧タイトクイ,アフリカ
CTY01311,旧イサセイネ,アフリカ
CTY01312,旧エセアカソ,ヨーロッパ
CTY01313,旧ツトヌスチ,北米
CTY01314,旧エウケシナ,オセアニア
CTY01315,旧ナオキトコ,アジア
CTY01316,旧シクサトク,アジア
CTY01317,旧コウシノツ,ヨーロッパ
CTY01318,旧テエキコウ,オセアニア
CTY01319,旧クシアアタ,アフリカ
CTY01320,旧シエナトト,オセアニア
CTY01321,旧コスカナト,ヨーロッパ
CTY01322,旧スウアイヌ,オセアニア
CTY01323,旧トキコセテ,アフリカ
CTY01324,旧テキケコケ,北米
CTY01325,旧ネスオノト,アフリカ
CTY01326,旧タクセアヌ,北米
CTY01327,旧カケカツケ,アフリカ
CTY01328,旧カコアセテ,アジア
CTY01329,旧キノネヌシ,ヨーロッパ
CTY01330,旧セクテヌオ,オセアニア
CTY01331,旧ネナテセノ,オセアニア
CTY01332,旧トトヌアツ,アジア
CTY01333,旧コチカクカ,オセアニア
CTY01334,旧スヌソカク,ヨーロッパ
CTY01335,旧カチセテエ,アジア
CTY01336,旧ヌサケクテ,オセアニア
CTY01337,旧キヌノタク,アジア
CTY01338,旧アスノアセ,北米
CTY01339,旧コケチケチ,アフリカ
CTY01340,旧サトアネタ,アジア
CTY01341,旧チクテセコ,アフリカ
CTY01342,旧オセキシチ,アジア
CTY01343,旧タチウツノ,北米
CTY01344,旧ノキコイカ,アジア
CTY01345,旧イツスエオ,オセアニア
CTY01346,旧ツイセヌウ,ヨーロッパ
CTY01347,旧テソエテケ,北米
CTY01348,旧タノエツカ,南米
CTY01349,旧カアソテタ,南米
CTY01350,旧ニヌニサト,南米
CTY01351,旧サヌウケケ,南米
CTY01352,旧シネシナコ,アジア
CTY01353,旧コトソツト,ヨーロッパ
CTY01354,旧イサトシエ,北米
CTY01355,旧ネイケシヌ,南米
CTY01356,旧カヌエコト,アフリカ
CTY01357,旧クチチシニ,ヨーロッパ
CTY01358,旧イスカコテ,アフリカ
CTY01359,旧シキシキナ,アフリカ
CTY01360,旧ツコネカノ,アジア
CTY01361,旧タサテオア,アジア
